Fold,Features,Classifier_Params,AUC
outer_fold_1,"['original_shape_SurfaceVolumeRatio', 'original_glszm_SmallAreaEmphasis', 'original_ngtdm_Coarseness', 'original_firstorder_RootMeanSquared', 'original_glszm_GrayLevelNonUniformityNormalized']","{'learning_rate': 0.3, 'subsample': 1.0, 'n_estimators': 150, 'max_depth': 20}",0.5994397759103642
outer_fold_2,"['original_shape_SurfaceVolumeRatio', 'original_gldm_LargeDependenceEmphasis', 'original_glszm_SmallAreaEmphasis', 'original_ngtdm_Coarseness', 'original_shape_Flatness']","{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 0.3, 'subsample': 0.9}",0.6323529411764706
outer_fold_3,"['original_shape_SurfaceVolumeRatio', 'original_ngtdm_Coarseness', 'original_gldm_LargeDependenceEmphasis', 'original_glszm_SmallAreaEmphasis', 'original_glrlm_HighGrayLevelRunEmphasis']","{'subsample': 0.8, 'max_depth': 20, 'n_estimators': 150, 'learning_rate': 0.2}",0.7205882352941176
outer_fold_4,"['original_shape_SurfaceVolumeRatio', 'original_glszm_SmallAreaEmphasis', 'original_ngtdm_Coarseness', 'original_shape_Flatness', 'original_glszm_SmallAreaHighGrayLevelEmphasis']","{'learning_rate': 0.1, 'max_depth': 10, 'subsample': 1.0, 'n_estimators': 100}",0.8088235294117647
outer_fold_5,"['original_shape_SurfaceVolumeRatio', 'original_glszm_SmallAreaEmphasis', 'original_gldm_LargeDependenceEmphasis', 'original_ngtdm_Coarseness', 'original_shape_Flatness']","{'learning_rate': 0.1, 'n_estimators': 100, 'subsample': 1.0, 'max_depth': 10}",0.699404761904762
