Fold,Features,Classifier_Params,AUC
outer_fold_1,"['original_shape_Flatness', 'weight', 'original_shape_SurfaceVolumeRatio', 'original_glszm_SizeZoneNonUniformityNormalized', 'original_glszm_ZonePercentage']","{'subsample': 0.8, 'max_depth': 20, 'n_estimators': 150, 'learning_rate': 0.2}",0.5630252100840336
outer_fold_2,"['original_shape_Flatness', 'original_shape_SurfaceVolumeRatio', 'weight', 'original_glcm_Correlation', 'original_glszm_SizeZoneNonUniformityNormalized']","{'n_estimators': 50, 'subsample': 0.9, 'learning_rate': 0.3, 'max_depth': 30}",0.6529411764705882
outer_fold_3,"['original_shape_Flatness', 'original_shape_SurfaceVolumeRatio', 'original_glszm_SizeZoneNonUniformityNormalized', 'weight', 'original_glcm_Correlation']","{'n_estimators': 50, 'learning_rate': 0.2, 'subsample': 0.8, 'max_depth': 20}",0.7470588235294118
outer_fold_4,"['original_shape_Flatness', 'original_shape_SurfaceVolumeRatio', 'weight', 'original_glcm_Correlation', 'original_glszm_SizeZoneNonUniformityNormalized']","{'n_estimators': 50, 'learning_rate': 0.3, 'subsample': 1.0, 'max_depth': 20}",0.676470588235294
outer_fold_5,"['original_shape_Flatness', 'original_shape_SurfaceVolumeRatio', 'original_glcm_Correlation', 'weight', 'original_glszm_SizeZoneNonUniformityNormalized']","{'learning_rate': 0.1, 'subsample': 0.9, 'n_estimators': 100, 'max_depth': 10}",0.75
