Fold,Features,Classifier_Params,AUC
outer_fold_1,"['original_gldm_SmallDependenceEmphasis', 'original_shape_Flatness', 'original_glszm_ZonePercentage', 'original_glszm_SizeZoneNonUniformityNormalized', 'original_shape_Elongation']","{'n_estimators': 150, 'subsample': 0.8, 'max_depth': 20, 'learning_rate': 0.3}",0.5238095238095238
outer_fold_2,"['original_shape_Flatness', 'original_gldm_SmallDependenceEmphasis', 'original_glszm_SizeZoneNonUniformityNormalized', 'original_glszm_ZonePercentage', 'original_glcm_Correlation']","{'max_depth': 30, 'subsample': 0.9, 'learning_rate': 0.3, 'n_estimators': 100}",0.676470588235294
outer_fold_3,"['original_shape_Flatness', 'original_gldm_SmallDependenceEmphasis', 'original_glszm_ZonePercentage', 'original_glcm_Correlation', 'original_shape_Elongation']","{'subsample': 0.9, 'max_depth': 20, 'learning_rate': 0.2, 'n_estimators': 150}",0.6970588235294117
outer_fold_4,"['original_shape_Flatness', 'original_glcm_Correlation', 'original_gldm_SmallDependenceEmphasis', 'original_glszm_ZonePercentage', 'original_shape_SurfaceVolumeRatio']","{'n_estimators': 100, 'learning_rate': 0.3, 'subsample': 1.0, 'max_depth': 30}",0.6764705882352942
outer_fold_5,"['original_gldm_SmallDependenceEmphasis', 'original_shape_Flatness', 'original_glszm_ZoneEntropy', 'original_glcm_Correlation', 'original_glszm_SmallAreaEmphasis']","{'learning_rate': 0.1, 'n_estimators': 150, 'subsample': 0.9, 'max_depth': 30}",0.8333333333333333
