Fold,Features,Classifier_Params,AUC
outer_fold_1,"['original_gldm_SmallDependenceEmphasis', 'original_shape_Flatness', 'original_glszm_ZonePercentage', 'original_glszm_SizeZoneNonUniformityNormalized', 'original_shape_Elongation']","{'l1_ratio': 1.0, 'C': 1.0}",0.7170868347338935
outer_fold_2,"['original_shape_Flatness', 'original_gldm_SmallDependenceEmphasis', 'original_glszm_SizeZoneNonUniformityNormalized', 'original_glszm_ZonePercentage', 'original_glcm_Correlation']","{'l1_ratio': 1.0, 'C': 1.0}",0.6823529411764706
outer_fold_3,"['original_shape_Flatness', 'original_gldm_SmallDependenceEmphasis', 'original_glszm_ZonePercentage', 'original_glcm_Correlation', 'original_shape_Elongation']","{'l1_ratio': 0.5, 'C': 0.1}",0.6970588235294118
outer_fold_4,"['original_shape_Flatness', 'original_glcm_Correlation', 'original_gldm_SmallDependenceEmphasis', 'original_glszm_ZonePercentage', 'original_shape_SurfaceVolumeRatio']","{'l1_ratio': 1.0, 'C': 1.0}",0.8205882352941176
outer_fold_5,"['original_gldm_SmallDependenceEmphasis', 'original_shape_Flatness', 'original_glszm_ZoneEntropy', 'original_glcm_Correlation', 'original_glszm_SmallAreaEmphasis']","{'l1_ratio': 0.5, 'C': 10.0}",0.8214285714285714
